,Ticker,OTC_Short,OTC_Total,DPI,Date
2685,OPRT,32164,48957,0.6569847009,2022-10-19
2686,RGS,29374,48950,0.600081716,2022-10-19
2687,KAMN,29901,48879,0.611735101,2022-10-19
2688,MFM,24053,48851,0.4923747723,2022-10-19
2689,TTEK,25037,48849,0.5125386395,2022-10-19
2690,MDRR,47141,48831,0.9653908378,2022-10-19
2691,HVBC,21472,48816,0.439855785,2022-10-19
2692,MUJ,25001,48735,0.5129988714,2022-10-19
2693,ENVA,37156,48719,0.7626593321,2022-10-19
2694,RFP,24263,48624,0.4989922672,2022-10-19
2695,NHI,29845,48592,0.6141957524,2022-10-19
2696,GVA,23673,48591,0.4871889856,2022-10-19
2697,PLX,1505,48551,0.0309983317,2022-10-19
2698,RMT,22319,48535,0.4598537138,2022-10-19
2699,USDP,19994,48481,0.412408985,2022-10-19
2700,KNOP,20538,48416,0.424198612,2022-10-19
2701,CQP,20241,48315,0.4189382179,2022-10-19
2702,ADCT,32060,48297,0.6638093463,2022-10-19
2703,ENS,32744,48281,0.678196392,2022-10-19
2704,IBA,1456,48270,0.0301636627,2022-10-19
2705,HROW,21571,48254,0.447030298,2022-10-19
2706,SSD,23094,48230,0.4788306034,2022-10-19
2707,WOR,38086,48165,0.790740164,2022-10-19
2708,AEMD,2340,48137,0.0486112554,2022-10-19
2709,MYN,30309,48115,0.6299282968,2022-10-19
2710,FDS,27083,48112,0.5629156967,2022-10-19
2711,AVD,37000,48090,0.7693907257,2022-10-19
2712,TWI,24425,48075,0.5080603224,2022-10-19
2713,TAOP,5373,48044,0.1118349846,2022-10-19
2714,INDB,35945,48024,0.7484799267,2022-10-19
2715,ATRC,32147,48022,0.6694223481,2022-10-19
2716,CODI,16244,48021,0.3382686741,2022-10-19
2717,IRTC,36517,48018,0.7604856512,2022-10-19
2718,LITB,42851,48015,0.892450276,2022-10-19
2719,CBAN,2454,47961,0.0511665728,2022-10-19
2720,BLKB,23351,47861,0.4878920206,2022-10-19
2721,VONE,23423,47615,0.4919248136,2022-10-19
2722,TDY,22794,47601,0.4788554862,2022-10-19
2723,CDTX,36303,47518,0.7639841744,2022-10-19
2724,ZUMZ,39159,47439,0.8254600645,2022-10-19
2725,WNS,17340,47417,0.3656916296,2022-10-19
2726,AUMN,18656,47010,0.3968517337,2022-10-19
2727,CLRB,13610,47009,0.2895190283,2022-10-19
2728,PPT,14441,46996,0.3072814708,2022-10-19
2729,PAR,15624,46979,0.3325741289,2022-10-19
2730,EVTC,23078,46970,0.4913348946,2022-10-19
2731,ACER,23424,46877,0.4996906799,2022-10-19
2732,TMQ,10522,46873,0.2244789111,2022-10-19
2733,PRDO,22445,46740,0.4802096705,2022-10-19
2734,CVLT,21749,46723,0.4654880894,2022-10-19
2735,CNSL,21291,46574,0.4571434706,2022-10-19
2736,DRIV,12722,46538,0.2733680003,2022-10-19
2737,SQSP,40628,46535,0.8730632857,2022-10-19
2738,REYN,24425,46512,0.5251332989,2022-10-19
2739,SUSL,20375,46499,0.4381814663,2022-10-19
2740,ATEN,24834,46276,0.5366496672,2022-10-19
2741,OIA,33357,46215,0.7217786433,2022-10-19
2742,DSM,6317,46069,0.1371204063,2022-10-19
2743,IMMR,17459,46025,0.3793373167,2022-10-19
2744,UDMY,26055,45932,0.5672515893,2022-10-19
2745,JOB,17329,45899,0.3775463518,2022-10-19
2746,PRGS,16293,45833,0.3554862217,2022-10-19
2747,SJR,27368,45704,0.5988097322,2022-10-19
2748,AUB,27059,45685,0.592295064,2022-10-19
2749,CSB,5562,45599,0.1219763591,2022-10-19
2750,FTF,17569,45578,0.3854710606,2022-10-19
2751,AXTI,22599,45552,0.4961143309,2022-10-19
2752,CCOI,18828,45507,0.4137385457,2022-10-19
2753,GFF,21434,45441,0.4716885632,2022-10-19
2754,CACC,40631,45331,0.8963181928,2022-10-19
2755,MGF,18318,45272,0.4046209578,2022-10-19
2756,RRGB,16787,45250,0.3709834254,2022-10-19
2757,TOWN,19337,45238,0.4274503736,2022-10-19
2758,HYI,26159,45219,0.5784957651,2022-10-19
2759,WOOD,7792,45188,0.1724351598,2022-10-19
2760,AXLA,26148,45182,0.5787260413,2022-10-19
2761,PML,13284,45118,0.2944279445,2022-10-19
2762,FELE,30583,45103,0.6780701949,2022-10-19
2763,GNLN,29672,45078,0.6582368339,2022-10-19
2764,WEA,17989,45055,0.3992675619,2022-10-19
2765,AFB,12475,44966,0.2774318374,2022-10-19
2766,EGP,37219,44939,0.8282115757,2022-10-19
2767,CYRN,13794,44932,0.3069972403,2022-10-19
2768,EXP,17018,44868,0.3792903628,2022-10-19
2769,BEP,28897,44837,0.6444900417,2022-10-19
2770,NICE,25242,44796,0.5634878114,2022-10-19
2771,MCY,14113,44768,0.3152474982,2022-10-19
2772,RCUS,37431,44674,0.837869902,2022-10-19
2773,LBAI,11895,44475,0.2674536256,2022-10-19
2774,INST,27152,44324,0.612580092,2022-10-19
2775,MMSI,25088,44216,0.5673964176,2022-10-19
2776,GBX,29654,44203,0.6708594439,2022-10-19
2777,ROG,35835,44197,0.8108016381,2022-10-19
2778,CNS,21903,44128,0.4963515228,2022-10-19
2779,UVE,20168,44061,0.4577290574,2022-10-19
2780,NXJ,17417,44052,0.3953736493,2022-10-19
2781,CBU,32305,43888,0.7360781991,2022-10-19
2782,SNX,27155,43862,0.6191008162,2022-10-19
2783,MIY,742,43811,0.0169363858,2022-10-19
2784,QUAD,25081,43771,0.5730049576,2022-10-19
2785,AXGN,33100,43669,0.7579747647,2022-10-19
2786,MPA,2417,43663,0.0553557932,2022-10-19
2787,LAND,16079,43644,0.3684126111,2022-10-19
2788,NID,13466,43592,0.3089098917,2022-10-19
2789,LMNL,7211,43508,0.1657396341,2022-10-19
2790,CANG,16962,43492,0.3900027591,2022-10-19
2791,GAIN,16541,43372,0.3813750807,2022-10-19
2792,ELP,25749,43220,0.5957658491,2022-10-19
2793,IQI,18566,43216,0.4296094039,2022-10-19
2794,HI,22004,43190,0.5094697847,2022-10-19
2795,PFL,26867,43155,0.6225698065,2022-10-19
2796,MCS,24943,43149,0.5780666991,2022-10-19
2797,MMI,30363,43139,0.7038410719,2022-10-19
2798,NXP,14707,43135,0.3409528225,2022-10-19
2799,CBZ,15120,43132,0.3505517945,2022-10-19
2800,MGTA,370,43112,0.0085822973,2022-10-19
2801,AIN,30198,43109,0.7005033752,2022-10-19
2802,APEI,13596,43071,0.3156648325,2022-10-19
2803,ENV,30415,42922,0.7086109687,2022-10-19
2804,AOSL,24577,42912,0.5727302386,2022-10-19
2805,ARCB,26671,42879,0.6220061102,2022-10-19
2806,SXT,25843,42812,0.6036391666,2022-10-19
2807,PZG,16452,42640,0.3858348968,2022-10-19
2808,BANF,16768,42591,0.3936981992,2022-10-19
2809,GLDD,21387,42481,0.5034486006,2022-10-19
2810,AUTL,14380,42372,0.339375059,2022-10-19
2811,IIIV,17727,42356,0.4185239399,2022-10-19
2812,FRD,21841,42230,0.51719157,2022-10-19
2813,IGOV,15474,42211,0.3665869086,2022-10-19
2814,EVER,24122,42202,0.5715842851,2022-10-19
2815,SRRK,21809,42170,0.5171686033,2022-10-19
2816,LE,22347,42066,0.5312366282,2022-10-19
2817,HURN,31445,41969,0.7492434892,2022-10-19
2818,KMPR,24395,41950,0.5815256257,2022-10-19
2819,NIM,24255,41935,0.5783951353,2022-10-19
2820,DORM,20856,41757,0.4994611682,2022-10-19
2821,CNF,16724,41715,0.4009109433,2022-10-19
2822,SAFE,25560,41648,0.6137149443,2022-10-19
2823,CLSD,21730,41550,0.5229843562,2022-10-19
2824,AVNS,19687,41371,0.4758647362,2022-10-19
2825,ACST,8941,41281,0.2165887454,2022-10-19
2826,MITK,13504,41140,0.328245017,2022-10-19
2827,ASLN,27248,41121,0.6626297999,2022-10-19
2828,CRMD,18801,41018,0.4583597445,2022-10-19
2829,CRTO,17594,40978,0.4293523354,2022-10-19
2830,HEP,28393,40902,0.6941714342,2022-10-19
2831,MORF,16491,40874,0.4034594119,2022-10-19
2832,CNA,20751,40771,0.5089647053,2022-10-19
2833,TMDI,17949,40727,0.4407150048,2022-10-19
2834,YRD,2180,40594,0.0537025176,2022-10-19
2835,HIX,34085,40569,0.8401735315,2022-10-19
2836,REPL,27189,40542,0.670637857,2022-10-19
2837,GUT,14529,40529,0.3584840485,2022-10-19
2838,AZZ,29366,40520,0.7247285291,2022-10-19
2839,VYGR,24982,40499,0.6168547372,2022-10-19
2840,CIO,21175,40485,0.5230332222,2022-10-19
2841,VICR,20532,40390,0.5083436494,2022-10-19
2842,PLSE,25444,40323,0.6310046376,2022-10-19
2843,FINV,19758,40315,0.490090537,2022-10-19
2844,MED,28313,40314,0.702311852,2022-10-19
2845,BRC,23721,40286,0.5888149729,2022-10-19
2846,TYL,23512,40274,0.5838009634,2022-10-19
2847,EAD,9613,40235,0.2389213371,2022-10-19
2848,SCU,8321,40221,0.2068819771,2022-10-19
2849,RMAX,20195,40206,0.5022882157,2022-10-19
2850,NEWT,16700,40087,0.4165939082,2022-10-19
2851,TCON,14091,40081,0.3515630848,2022-10-19
2852,SBT,10580,40069,0.2640445232,2022-10-19
2853,NDLS,9458,39924,0.2369001102,2022-10-19
2854,FICO,30426,39776,0.7649336283,2022-10-19
2855,NLS,26598,39766,0.6688628477,2022-10-19
2856,THQ,15774,39731,0.3970199592,2022-10-19
2857,FRSX,21221,39700,0.534534005,2022-10-19
2858,CRVS,9452,39668,0.238277705,2022-10-19
2859,DGLY,15672,39660,0.3951588502,2022-10-19
2860,STC,14385,39627,0.3630100689,2022-10-19
2861,VMI,13040,39614,0.3291765537,2022-10-19
2862,MAV,21104,39533,0.5338324944,2022-10-19
2863,EOI,25618,39512,0.6483599919,2022-10-19
2864,FSS,23682,39402,0.6010354804,2022-10-19
2865,STSA,16261,39360,0.4131351626,2022-10-19
2866,TBK,20144,39313,0.5124004782,2022-10-19
2867,PCK,16236,39303,0.4130982368,2022-10-19
2868,JACK,20425,39147,0.5217513475,2022-10-19
2869,LASR,18955,39086,0.4849562503,2022-10-19
2870,CUTR,21587,39076,0.552436278,2022-10-19
2871,BYM,19564,39055,0.5009345794,2022-10-19
2872,AGO,20563,39051,0.5265678216,2022-10-19
2873,CTSO,11094,39007,0.2844104904,2022-10-19
2874,NQP,8023,38884,0.2063316531,2022-10-19
2875,IRBT,12281,38857,0.316056309,2022-10-19
2876,BEST,4914,38825,0.126567933,2022-10-19
2877,EQ,23038,38811,0.5935945995,2022-10-19
2878,EXLS,20528,38690,0.5305763763,2022-10-19
2879,EVLO,20468,38530,0.5312224241,2022-10-19
2880,SPNS,23068,38487,0.5993712163,2022-10-19
2881,GILT,6573,38272,0.1717443562,2022-10-19
2882,WIW,12562,38267,0.3282724018,2022-10-19
2883,TLSA,1592,38152,0.0417278255,2022-10-19
2884,BKCC,16334,38073,0.4290179392,2022-10-19
2885,FEP,2822,38064,0.0741382934,2022-10-19
2886,PLMR,26605,37991,0.7002974389,2022-10-19
2887,TCPC,17220,37989,0.45328911,2022-10-19
2888,CARS,20955,37947,0.5522175666,2022-10-19
2889,FCFS,19139,37902,0.5049601604,2022-10-19
2890,TRHC,9505,37895,0.2508246471,2022-10-19
2891,FDT,11797,37886,0.311381513,2022-10-19
2892,SLGN,20536,37825,0.5429213483,2022-10-19
2893,OPTN,13847,37703,0.3672652044,2022-10-19
2894,TX,19376,37577,0.5156345637,2022-10-19
2895,ETO,32146,37553,0.8560168295,2022-10-19
2896,DLX,20181,37544,0.537529299,2022-10-19
2897,JOE,23681,37538,0.6308540679,2022-10-19
2898,OSPN,29809,37443,0.7961167641,2022-10-19
2899,CBD,21607,37439,0.5771254574,2022-10-19
2900,FOCS,25365,37401,0.6781904227,2022-10-19
2901,SIGI,21205,37368,0.5674641404,2022-10-19
2902,FEI,14453,37330,0.3871684972,2022-10-19
2903,ROAD,15215,37239,0.4085770295,2022-10-19
2904,RILY,26076,37183,0.7012882231,2022-10-19
2905,GMS,19666,37124,0.5297381748,2022-10-19
2906,OPRA,18010,37123,0.4851439808,2022-10-19
2907,PHI,24872,37057,0.6711822328,2022-10-19
2908,OCX,23657,37022,0.6389984334,2022-10-19
2909,SPXC,20032,36977,0.541742164,2022-10-19
2910,CII,16051,36958,0.4343038043,2022-10-19
2911,FCF,22756,36818,0.6180672497,2022-10-19
2912,BLX,22342,36717,0.6084919792,2022-10-19
2913,CUBA,789,36634,0.0215373697,2022-10-19
2914,EGRX,18263,36602,0.4989618054,2022-10-19
2915,GNOM,11170,36571,0.3054332668,2022-10-19
2916,PHX,13777,36511,0.3773383364,2022-10-19
2917,AAT,23799,36286,0.6558727884,2022-10-19
2918,AZPN,22810,36263,0.6290158012,2022-10-19
2919,PCYO,20212,36259,0.5574340164,2022-10-19
2920,ADUS,16346,36250,0.4509241379,2022-10-19
2921,PBFX,26082,36240,0.7197019868,2022-10-19
2922,APPF,10923,36148,0.3021743942,2022-10-19
2923,IGD,13687,36148,0.3786378223,2022-10-19
2924,RVP,12927,36129,0.3578012123,2022-10-19
2925,POLA,24761,36099,0.6859192775,2022-10-19
2926,HAFC,17481,35997,0.485623802,2022-10-19
2927,HTBK,18902,35970,0.5254934668,2022-10-19
2928,SIFY,17358,35925,0.4831732777,2022-10-19
2929,AMSC,19608,35924,0.5458189511,2022-10-19
2930,DKL,7155,35881,0.1994091581,2022-10-19
2931,BJRI,26872,35766,0.7513280769,2022-10-19
2932,CPLP,16051,35679,0.449872474,2022-10-19
2933,HIL,9888,35638,0.2774566474,2022-10-19
2934,HAPP,11751,35622,0.329880411,2022-10-19
2935,AIF,12144,35515,0.3419400253,2022-10-19
2936,DSS,9878,35506,0.2782065003,2022-10-19
2937,IGC,17416,35430,0.4915608242,2022-10-19
2938,TAC,24371,35411,0.6882324701,2022-10-19
2939,GTY,17605,35408,0.4972040217,2022-10-19
2940,VOXX,20208,35367,0.5713801001,2022-10-19
2941,MDIV,13034,35309,0.3691410122,2022-10-19
2942,CVM,23136,35257,0.6562101143,2022-10-19
2943,APEN,4720,35197,0.1341023383,2022-10-19
2944,BGB,15512,35134,0.4415096488,2022-10-19
2945,PXS,7750,35025,0.2212705211,2022-10-19
2946,FCVT,251,35013,0.0071687659,2022-10-19
2947,VERI,17026,35002,0.4864293469,2022-10-19
2948,RYI,20475,34981,0.5853177439,2022-10-19
2949,CSV,5358,34979,0.1531776209,2022-10-19
2950,TLYS,16815,34851,0.4824825686,2022-10-19
2951,NDSN,15919,34837,0.456956684,2022-10-19
2952,VCNX,9299,34831,0.2669748213,2022-10-19
2953,SCPL,22198,34826,0.6373973468,2022-10-19
2954,ISD,12034,34730,0.3465015836,2022-10-19
2955,OYST,15919,34667,0.4591975077,2022-10-19
2956,DIAX,13085,34645,0.3776879781,2022-10-19
2957,ALRM,25878,34563,0.7487197292,2022-10-19
2958,FTXG,18009,34499,0.5220151309,2022-10-19
2959,QUMU,3637,34474,0.1054997969,2022-10-19
2960,HYB,27532,34467,0.7987930484,2022-10-19
2961,EVF,6813,34460,0.1977074869,2022-10-19
2962,PLXS,25474,34453,0.7393840885,2022-10-19
2963,TBBK,21932,34394,0.6376693609,2022-10-19
2964,CRESY,11095,34298,0.32348825,2022-10-19
2965,ETON,8156,34272,0.2379785247,2022-10-19
2966,KINS,14156,34268,0.4130967667,2022-10-19
2967,OPRX,17046,34228,0.4980133224,2022-10-19
2968,CRS,20484,34209,0.5987897922,2022-10-19
2969,HUBG,22636,34197,0.661929409,2022-10-19
2970,KMPH,19915,34150,0.5831625183,2022-10-19
2971,MOXC,25055,34112,0.7344922608,2022-10-19
2972,CWT,21099,34087,0.6189749758,2022-10-19
2973,KRYS,24477,33954,0.7208870825,2022-10-19
2974,CLLS,2635,33950,0.0776141384,2022-10-19
2975,HEAR,21276,33900,0.6276106195,2022-10-19
2976,PCF,13127,33892,0.3873185412,2022-10-19
2977,PMX,14464,33887,0.4268303479,2022-10-19
2978,MCN,13806,33827,0.4081355131,2022-10-19
2979,LCI,19256,33810,0.5695356403,2022-10-19
2980,PFMT,3362,33789,0.0994998372,2022-10-19
2981,PBH,13897,33662,0.4128394035,2022-10-19
2982,VBTX,15581,33598,0.4637478421,2022-10-19
2983,CCS,24114,33517,0.7194557985,2022-10-19
2984,GTX,13097,33456,0.3914693926,2022-10-19
2985,SFET,16303,33416,0.4878800575,2022-10-19
2986,HQL,16776,33415,0.5020499776,2022-10-19
2987,JRVR,15254,33299,0.4580918346,2022-10-19
2988,FFBC,26071,33299,0.7829364245,2022-10-19
2989,WPP,20690,33193,0.6233241949,2022-10-19
2990,IMMP,6117,33128,0.1846474282,2022-10-19
2991,CURO,16685,33042,0.5049633799,2022-10-19
2992,AIT,11057,33037,0.3346853528,2022-10-19
2993,CAMT,21516,33001,0.651980243,2022-10-19
2994,HTD,10599,32998,0.3212012849,2022-10-19
2995,CRNX,22021,32934,0.6686403109,2022-10-19
2996,JHX,18778,32923,0.5703611457,2022-10-19
2997,RDWR,14227,32910,0.4323002127,2022-10-19
2998,FLNT,6815,32835,0.2075529161,2022-10-19
2999,SECO,13958,32788,0.425704526,2022-10-19
3000,TTEC,15183,32756,0.4635181341,2022-10-19
3001,AGLE,13259,32699,0.4054864063,2022-10-19
3002,RLI,18614,32694,0.5693399401,2022-10-19
3003,TRVI,13778,32685,0.4215389322,2022-10-19
3004,PAM,24324,32656,0.744855463,2022-10-19
3005,MOV,7610,32629,0.23322811,2022-10-19
3006,AFYA,9785,32601,0.3001441674,2022-10-19
3007,CMU,18024,32595,0.5529682467,2022-10-19
3008,BCEL,7326,32543,0.2251175368,2022-10-19
3009,CUE,20752,32516,0.6382088818,2022-10-19
3010,GLP,15445,32501,0.4752161472,2022-10-19
3011,TGS,23402,32495,0.7201723342,2022-10-19
3012,HQH,9234,32371,0.2852553211,2022-10-19
3013,XOMA,13684,32325,0.4233255994,2022-10-19
3014,AGS,11342,32283,0.3513304216,2022-10-19
3015,LPCN,17592,32246,0.545556038,2022-10-19
3016,FIX,25694,32218,0.7975045006,2022-10-19
3017,DMB,14197,32199,0.4409143141,2022-10-19
3018,PEBO,18997,32182,0.5902989249,2022-10-19
3019,VRIG,5685,32138,0.1768933972,2022-10-19
3020,AEIS,9519,31952,0.2979156234,2022-10-19
3021,ANAB,19517,31892,0.6119716543,2022-10-19
3022,BNED,13274,31865,0.4165699043,2022-10-19
3023,SIBN,22010,31831,0.6914642958,2022-10-19
3024,GDO,4205,31613,0.1330148989,2022-10-19
3025,MTEM,12766,31586,0.4041664028,2022-10-19
3026,ONCY,21154,31583,0.6697907102,2022-10-19
3027,LINC,14075,31515,0.4466127241,2022-10-19
3028,HCI,8323,31500,0.2642222222,2022-10-19
3029,DLNG,4086,31454,0.1299039868,2022-10-19
3030,RYAM,10586,31434,0.3367691035,2022-10-19
3031,BVXV,28754,31322,0.9180128983,2022-10-19
3032,TGEN,19823,31225,0.6348438751,2022-10-19
3033,LIQT,21509,31220,0.6889493914,2022-10-19
3034,NEPT,5194,31168,0.1666452772,2022-10-19
3035,KALU,18863,31109,0.6063518596,2022-10-19
3036,BFZ,11693,31015,0.3770111236,2022-10-19
3037,EHI,21044,30973,0.6794304717,2022-10-19
3038,LKFN,25622,30959,0.8276107109,2022-10-19
3039,EOT,20488,30951,0.6619495331,2022-10-19
3040,PANL,9031,30930,0.2919818946,2022-10-19
3041,STON,18762,30842,0.6083263083,2022-10-19
3042,MUE,15290,30821,0.496090328,2022-10-19
3043,NWN,16217,30740,0.527553676,2022-10-19
3044,FAAR,14551,30635,0.4749795985,2022-10-19
3045,DOOR,19339,30536,0.6333180508,2022-10-19
3046,BSAC,14253,30467,0.4678176388,2022-10-19
3047,NKX,8658,30446,0.2843723313,2022-10-19
3048,SALM,9219,30386,0.3033963009,2022-10-19
3049,OXM,21729,30385,0.7151225934,2022-10-19
3050,HTLD,17228,30280,0.5689564069,2022-10-19
3051,CLFD,20878,30269,0.6897485877,2022-10-19
3052,EXPO,9853,30215,0.3260963098,2022-10-19
3053,TGH,12356,30208,0.4090307203,2022-10-19
3054,CSGS,20743,30166,0.6876284559,2022-10-19
3055,CXE,20956,30147,0.69512721,2022-10-19
3056,BLBD,19758,30113,0.6561285823,2022-10-19
3057,NRT,12383,30099,0.4114090169,2022-10-19
3058,FMNB,9562,30069,0.3180019289,2022-10-19
3059,HEI,18397,30043,0.6123556236,2022-10-19
3060,UTI,5901,30016,0.1965951493,2022-10-19
3061,NTB,17750,30005,0.591568072,2022-10-19
3062,B,16505,29984,0.5504602455,2022-10-19
3063,AAON,16897,29964,0.5639100254,2022-10-19
3064,SSL,19881,29905,0.6648052165,2022-10-19
3065,BIOS,20100,29900,0.6722408027,2022-10-19
3066,DFIN,20762,29781,0.6971559048,2022-10-19
3067,TOUR,14394,29777,0.483393223,2022-10-19
3068,AP,960,29604,0.0324280503,2022-10-19
3069,SATS,9231,29598,0.311879181,2022-10-19
3070,HPF,9092,29519,0.3080050137,2022-10-19
3071,HNI,13957,29512,0.4729262673,2022-10-19
3072,MOR,24086,29470,0.8173057346,2022-10-19
3073,NXGN,14946,29460,0.5073319756,2022-10-19
3074,FOF,11319,29359,0.3855376546,2022-10-19
3075,JRS,15652,29343,0.5334151246,2022-10-19
3076,NXTC,8641,29332,0.294592936,2022-10-19
3077,EVC,10082,29327,0.3437787704,2022-10-19
3078,AGYS,9482,29298,0.3236398389,2022-10-19
3079,CLBK,16483,29275,0.5630401366,2022-10-19
3080,TILE,19474,29246,0.6658688368,2022-10-19
3081,DFP,14599,29193,0.500085637,2022-10-19
3082,NIE,11779,29177,0.4037084005,2022-10-19
3083,KFY,15957,29176,0.5469221278,2022-10-19
3084,XCUR,5817,29168,0.1994308832,2022-10-19
3085,IDA,18532,29101,0.6368166042,2022-10-19
3086,BRN,15210,29065,0.5233098228,2022-10-19
3087,AVAV,19496,29036,0.6714423474,2022-10-19
3088,FREQ,2560,29007,0.0882545592,2022-10-19
3089,SUP,9453,28986,0.3261229559,2022-10-19
3090,SJW,20891,28985,0.7207521132,2022-10-19
3091,HLNE,11820,28972,0.4079801187,2022-10-19
3092,CNET,8352,28929,0.288706834,2022-10-19
3093,ICUI,21005,28868,0.7276222807,2022-10-19
3094,CMBM,8875,28807,0.3080848405,2022-10-19
3095,VNRX,14670,28791,0.5095342294,2022-10-19
3096,NBB,1281,28739,0.044573576,2022-10-19
3097,ARGO,17877,28715,0.6225666028,2022-10-19
3098,BCH,19893,28690,0.6933774834,2022-10-19
3099,PJT,15557,28686,0.5423202956,2022-10-19
3100,CMTL,14566,28673,0.5080040456,2022-10-19
3101,CDZI,9412,28480,0.3304775281,2022-10-19
3102,CTO,6758,28414,0.2378405012,2022-10-19
3103,SPSC,16157,28396,0.5689885899,2022-10-19
3104,AGX,5365,28394,0.1889483694,2022-10-19
3105,LTC,21958,28376,0.773822949,2022-10-19
3106,EPSN,5697,28375,0.2007753304,2022-10-19
3107,BNSO,17698,28373,0.6237620273,2022-10-19
3108,JYNT,19888,28366,0.7011210604,2022-10-19
3109,GTIM,4034,28353,0.1422777131,2022-10-19
3110,INMB,15829,28335,0.5586377272,2022-10-19
3111,UFPT,11256,28235,0.3986541526,2022-10-19
3112,PAHC,21521,28230,0.762345023,2022-10-19
3113,DPG,15197,28201,0.5388815999,2022-10-19
3114,PCN,16604,28176,0.5892958546,2022-10-19
3115,BNDW,8347,28156,0.2964554624,2022-10-19
3116,ABM,14583,28148,0.5180829899,2022-10-19
3117,HEPA,11423,28136,0.405992323,2022-10-19
3118,MDWD,14540,28093,0.5175666536,2022-10-19
3119,AZO,11393,28081,0.4057191695,2022-10-19
3120,BRKL,10873,28077,0.3872564733,2022-10-19
3121,GLMD,13934,28050,0.4967557932,2022-10-19
3122,ROCK,17862,28026,0.6373367587,2022-10-19
3123,HVT,11764,28026,0.4197530864,2022-10-19
3124,SOHO,15532,27911,0.556483107,2022-10-19
3125,IIIN,15981,27863,0.5735563292,2022-10-19
3126,HBIO,9392,27853,0.3371988655,2022-10-19
3127,INGN,11614,27766,0.4182813513,2022-10-19
3128,VPV,6265,27676,0.2263694175,2022-10-19
3129,BIOX,13706,27591,0.4967561886,2022-10-19
3130,TRS,5396,27571,0.1957128867,2022-10-19
3131,RNST,15459,27488,0.5623908615,2022-10-19
3132,HOLI,10485,27456,0.3818837413,2022-10-19
3133,MHI,14629,27452,0.5328937782,2022-10-19
3134,SEED,6130,27422,0.2235431405,2022-10-19
3135,GAIA,5823,27414,0.2124097177,2022-10-19
3136,IFRX,12072,27366,0.4411313308,2022-10-19
3137,FWRD,17574,27362,0.6422776113,2022-10-19
3138,PDT,17650,27346,0.6454326044,2022-10-19
3139,KIDS,15851,27334,0.5799004902,2022-10-19
3140,EMKR,10296,27327,0.3767702272,2022-10-19
3141,LEU,15385,27299,0.5635737573,2022-10-19
3142,ALTR,14671,27267,0.5380496571,2022-10-19
3143,WOW,15236,27238,0.5593655922,2022-10-19
3144,XNET,6124,27226,0.2249320502,2022-10-19
3145,CARV,4794,27203,0.1762305628,2022-10-19
3146,EMX,4065,27197,0.1494650145,2022-10-19
3147,POTX,1986,27163,0.0731141626,2022-10-19
3148,NGVT,7529,27127,0.277546356,2022-10-19
3149,GVP,5070,27087,0.1871746594,2022-10-19
3150,WLDN,15914,27084,0.5875793827,2022-10-19
3151,DDS,18279,27075,0.6751246537,2022-10-19
3152,OSW,17485,27057,0.6462283328,2022-10-19
3153,SCHN,15323,26986,0.56781294,2022-10-19
3154,MTX,13842,26856,0.5154155496,2022-10-19
3155,RUTH,13314,26851,0.4958474545,2022-10-19
3156,EYPT,12412,26812,0.4629270476,2022-10-19
3157,TITN,16109,26782,0.6014860727,2022-10-19
3158,NBR,14195,26758,0.5304955527,2022-10-19
3159,KTF,9807,26752,0.3665894139,2022-10-19
3160,ADES,8948,26726,0.3348050587,2022-10-19
3161,INT,11062,26718,0.4140279961,2022-10-19
3162,EVGN,12516,26660,0.4694673668,2022-10-19
3163,BKN,7789,26658,0.2921824593,2022-10-19
3164,PDP,4346,26654,0.1630524499,2022-10-19
3165,RBC,20578,26541,0.7753287367,2022-10-19
3166,QQEW,19450,26540,0.7328560663,2022-10-19
3167,BAP,17017,26522,0.6416182792,2022-10-19
